Name,Games Played,Minutes Played,Points Per Game,Field Goals Made,Field Goals Attempts,Field Goal %,3 Points Made,3 Points Attempts,3 Points %,Free Throws Made,Free Throws Attempts,Free Throws %,Offensive Rebounds,Defensive Rebounds,Rebounds,Assists,Steals,Blocks,Turnovers,TARGET_5Yrs
Ed Horton,45,8.3,4.5,1.8,3.6,49.4,0.0,0.1,0.0,0.9,1.5,60.9,1.3,1.1,2.4,0.4,0.2,0.1,0.9,0
Frank Kornet,57,7.7,2.0,0.7,2.0,36.8,0.1,0.4,25.0,0.4,0.7,61.5,0.4,0.8,1.2,0.4,0.3,0.1,0.4,0
Kenny Payne,35,6.2,3.3,1.3,3.1,43.5,0.1,0.3,40.0,0.5,0.5,88.9,0.3,0.4,0.7,0.3,0.2,0.2,0.6,0
Mike Williams,21,4.9,0.7,0.3,0.9,33.3,0.0,0.0,0.0,0.1,0.3,50.0,0.2,0.9,1.1,0.1,0.1,0.3,0.1,0
Mike Morrison,36,4.3,2.0,0.6,1.9,33.8,0.1,0.2,28.6,0.7,0.8,80.0,0.2,0.4,0.6,0.3,0.1,0.0,0.6,0
Nate Johnston,21,4.1,2.2,0.9,2.3,37.5,0.0,0.2,25.0,0.4,0.6,69.2,0.6,0.5,1.1,0.0,0.1,0.4,0.3,0
Sylvester Gray,55,22.2,8.0,3.0,7.2,42.0,0.0,0.1,25.0,1.9,2.8,67.3,2.1,3.1,5.2,2.1,0.7,0.5,1.9,0
Ricky Berry,64,22.0,11.0,4.0,8.9,45.0,1.0,2.5,40.6,2.0,2.6,78.9,0.9,2.2,3.1,1.3,0.6,0.3,1.3,0
Tom Garrick,71,21.1,6.4,2.5,5.1,49.0,0.0,0.2,0.0,1.4,1.8,80.3,0.5,1.7,2.2,3.4,1.1,0.1,1.6,0
Michael Anderson,65,18.5,7.4,2.9,5.8,50.1,0.0,0.1,0.0,1.5,2.7,57.1,1.8,2.7,4.5,1.0,1.0,0.3,1.2,0
Kelvin Upshaw,32,19.3,6.8,3.1,6.6,46.7,0.1,0.5,20.0,0.6,0.8,69.2,0.3,1.2,1.5,3.7,0.8,0.1,1.7,0
Derrick Chievous,81,19.0,9.3,3.4,7.8,43.7,0.1,0.3,20.8,2.4,3.0,78.3,1.4,1.8,3.2,1.0,0.6,0.1,1.7,0
Todd Mitchell,24,14.7,5.1,1.8,4.0,44.3,0.0,0.0,0.0,1.5,2.7,57.8,0.8,1.3,2.1,0.9,0.7,0.1,1.4,0
John Shasky,65,14.5,5.5,1.9,3.8,48.8,0.0,0.0,0.0,1.8,2.6,68.9,1.5,2.1,3.6,0.3,0.2,0.2,0.7,0
Shelton Jones,51,13.4,4.8,1.8,4.1,44.5,0.0,0.0,0.0,1.1,1.6,72.5,0.6,1.6,2.2,0.8,0.4,0.3,0.9,0
Craig Neal,53,9.4,2.2,0.8,2.3,36.6,0.2,0.6,29.4,0.3,0.4,60.9,0.1,0.4,0.5,2.2,0.5,0.1,1.0,0
David Rivers,47,9.4,2.9,1.0,2.6,40.2,0.0,0.1,16.7,0.7,0.9,83.3,0.3,0.6,0.9,2.3,0.5,0.2,1.3,0
Bill Jones,37,8.3,3.5,1.4,2.8,49.0,0.0,0.0,0.0,0.8,1.2,67.4,0.5,0.7,1.3,0.5,0.5,0.2,0.5,0
Mark Davis,33,7.8,3.8,1.5,3.1,48.0,0.0,0.3,10.0,0.8,1.0,82.4,0.5,0.6,1.1,0.4,0.4,0.1,0.4,0
Mark Davis,57,10.0,3.3,1.0,2.6,36.9,0.1,0.2,30.8,1.3,2.0,63.8,1.0,1.2,2.2,0.8,0.7,0.4,1.2,0
Troy Williams,24,17.4,5.3,2.1,5.1,41.8,0.4,1.7,24.4,0.6,1.0,60.0,0.3,1.6,1.8,0.8,1.0,0.4,1.1,0
Hollis Thompson,77,22.6,6.0,2.2,4.8,46.0,0.9,2.2,40.1,0.7,0.9,71.2,0.9,2.3,3.2,0.9,0.7,0.2,0.8,0
Ron Grandison,72,7.3,2.5,0.8,2.0,41.5,0.0,0.1,0.0,0.8,1.1,73.8,0.7,0.6,1.3,0.6,0.3,0.0,0.5,0
Anthony Frederick,46,6.8,3.3,1.4,2.7,50.4,0.0,0.1,40.0,0.5,0.7,70.6,0.6,0.6,1.1,0.4,0.3,0.1,0.7,0
Everette Stephens,35,6.0,1.9,0.7,2.1,31.9,0.1,0.3,20.0,0.5,0.6,77.3,0.3,0.3,0.7,1.1,0.3,0.1,0.8,0
Nate Wolters,58,22.6,7.2,2.9,6.7,43.7,0.3,1.1,29.0,1.0,1.6,65.6,0.6,2.0,2.6,3.2,0.6,0.3,1.0,0
Ryan Kelly,59,22.2,8.0,2.7,6.3,42.3,0.8,2.4,33.8,1.9,2.3,81.5,0.7,3.0,3.7,1.6,0.5,0.8,0.8,0
Ricky Wilson,24,17.5,5.2,1.8,4.6,39.1,0.4,1.1,38.5,1.2,1.7,72.5,0.1,1.0,1.1,2.9,1.0,0.1,1.0,0
Dallas Comegys,75,15.0,5.6,2.1,4.8,43.0,0.0,0.0,0.0,1.4,2.0,70.7,0.7,2.2,2.9,0.9,0.5,0.9,1.6,0
Michael Jackson,58,13.1,2.7,1.1,2.9,37.4,0.1,0.4,24.0,0.4,0.6,71.9,0.3,0.7,1.0,3.1,0.3,0.1,1.0,0
Tony White,49,11.9,5.3,2.3,5.1,44.6,0.0,0.1,0.0,0.8,1.1,72.2,0.2,0.4,0.6,1.2,0.4,0.0,1.0,0
Milt Wagner,40,9.5,3.8,1.6,3.7,42.2,0.1,0.3,20.0,0.7,0.7,89.7,0.1,0.6,0.7,1.5,0.1,0.1,0.6,0
Clinton Wheeler,59,8.7,2.5,1.1,2.2,47.0,0.0,0.0,0.0,0.4,0.6,73.5,0.3,0.4,0.7,1.7,0.6,0.0,0.9,0
Billy Donovan,44,8.3,2.4,1.0,2.5,40.4,0.0,0.2,0.0,0.4,0.5,81.0,0.1,0.5,0.6,2.0,0.4,0.0,0.9,0
John Stroeder,41,6.6,1.9,0.7,1.9,36.7,0.0,0.0,0.0,0.5,0.7,66.7,0.6,1.1,1.7,0.5,0.1,0.3,0.6,0
Ray McCallum,45,19.9,6.2,2.5,6.7,37.7,0.5,1.3,37.3,0.7,1.0,74.4,0.4,1.4,1.8,2.7,0.5,0.2,0.9,0
Ralph Lewis,50,6.2,1.7,0.5,1.7,31.0,0.0,0.0,0.0,0.6,1.0,60.4,0.3,0.7,1.0,0.3,0.3,0.1,0.4,0
Kentavious Caldwell-Pope,80,19.8,5.9,2.3,5.8,39.6,0.7,2.3,31.9,0.6,0.8,77.0,0.5,1.5,2.0,0.7,0.9,0.1,0.3,0
Harold Pressley,67,13.6,4.6,2.0,4.7,42.3,0.1,0.4,25.0,0.5,0.7,72.9,1.0,1.6,2.6,1.8,0.6,0.3,0.9,0
Anthony Jones,65,13.2,5.0,2.0,5.0,41.3,0.1,0.3,35.0,0.8,1.0,76.9,0.6,1.0,1.6,1.1,0.7,0.3,0.8,0
Grant Gondrezick,64,13.1,5.5,2.1,4.7,45.0,0.1,0.3,23.5,1.2,1.7,70.1,0.7,1.0,1.7,1.3,0.4,0.1,0.9,0
Keith Smith,42,11.0,3.3,1.4,3.6,38.0,0.1,0.2,33.3,0.5,0.7,75.0,0.3,0.5,0.8,1.0,0.6,0.1,0.7,0
Johnny Rogers,45,10.4,4.2,2.0,4.1,48.6,0.0,0.1,0.0,0.2,0.3,60.0,0.7,1.0,1.7,0.6,0.2,0.2,0.4,0
Clinton Smith,41,8.3,3.1,1.2,2.9,42.7,0.0,0.0,0.0,0.7,0.9,75.0,0.6,0.7,1.4,1.1,0.3,0.0,0.6,0
Bob Martin,43,6.7,3.4,1.2,3.1,37.8,0.1,0.3,20.0,1.0,1.5,63.6,0.3,0.7,1.0,0.8,0.3,0.1,0.8,0
Bob Martin,53,10.1,2.1,0.8,1.7,45.5,0.0,0.0,0.0,0.6,1.0,60.8,0.7,1.5,2.2,0.3,0.1,0.6,0.6,0
Conner Henry,54,6.0,2.3,0.9,2.5,33.8,0.2,0.8,31.0,0.3,0.5,63.0,0.1,0.5,0.6,0.6,0.2,0.0,0.5,0
Cody Zeller,82,17.3,6.0,2.1,4.9,42.6,0.0,0.0,0.0,1.8,2.4,73.0,1.4,2.9,4.3,1.1,0.5,0.5,1.1,0
Keith Lee,58,20.6,7.4,3.1,6.6,46.6,0.0,0.2,22.2,1.3,1.7,78.1,2.0,4.1,6.1,1.2,0.5,0.6,1.3,0
Marquese Chriss,34,17.1,7.0,2.7,6.3,42.7,0.6,2.1,31.0,1.0,1.7,59.6,1.1,2.2,3.3,0.5,0.5,0.5,1.2,0
Nick Calathes,71,16.5,4.9,2.0,4.4,45.7,0.3,0.9,31.1,0.6,1.0,61.1,0.3,1.6,1.9,2.9,0.9,0.1,1.4,0
Carey Scurry,78,15.0,4.7,1.8,3.9,47.2,0.0,0.1,9.1,1.0,1.6,61.9,1.2,1.9,3.1,1.1,1.0,0.8,1.2,0
Dirk Minniefield,76,14.9,5.5,2.2,4.6,48.1,0.1,0.5,27.0,1.0,1.2,78.5,0.6,1.2,1.7,3.5,0.9,0.0,1.4,0
Alfredrick Hughes,68,12.7,5.2,2.2,5.5,40.9,0.0,0.3,17.6,0.7,1.2,58.3,0.7,0.9,1.7,0.9,0.4,0.1,0.9,0
Bill Martin,66,10.5,5.0,2.2,4.5,48.0,0.0,0.1,0.0,0.7,0.8,85.2,0.6,0.9,1.5,0.8,0.3,0.1,0.9,0
Tony Snell,77,16.0,4.5,1.7,4.4,38.4,0.7,2.3,32.0,0.4,0.5,75.6,0.2,1.4,1.6,0.9,0.4,0.2,0.6,0
Fred Cofield,45,10.4,3.7,1.7,4.1,40.8,0.1,0.3,20.0,0.3,0.4,60.0,0.1,0.9,1.0,1.8,0.4,0.1,1.1,0
Dwayne McClain,45,10.2,3.5,1.5,4.0,38.3,0.0,0.2,11.1,0.4,0.8,51.4,0.3,0.4,0.7,1.5,0.8,0.1,0.9,0
Lorenzo Charles,36,7.6,3.4,1.4,2.4,55.7,0.0,0.0,0.0,0.7,1.0,66.7,0.4,0.7,1.1,0.2,0.1,0.2,0.5,0
Phil Pressey,75,15.1,2.8,1.0,3.4,30.8,0.4,1.4,26.4,0.4,0.6,64.4,0.3,1.1,1.4,3.2,0.9,0.1,1.2,0
Charles Jones,78,20.1,8.4,3.0,5.8,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,0
Charles Jones,29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,1.4,0.6,0.2,1.0,0
Terence Stansbury,74,17.3,7.1,2.8,6.2,45.9,0.1,0.3,16.0,1.4,1.7,81.0,0.5,1.0,1.5,1.7,0.6,0.2,1.1,0
Othell Wilson,74,17.0,4.4,1.8,3.9,46.0,0.0,0.2,18.8,0.7,1.0,71.1,0.5,1.3,1.8,2.9,1.0,0.2,1.3,0
Chuck Aleksinas,74,15.1,5.1,2.2,4.6,47.8,0.0,0.0,0.0,0.7,1.0,73.3,1.2,2.5,3.6,0.5,0.2,0.2,1.0,0
Devin Durrant,59,12.8,5.1,1.9,4.6,41.6,0.0,0.1,0.0,1.2,1.7,70.6,0.8,1.3,2.1,1.4,0.3,0.2,1.3,0
Ron Cavenall,53,12.3,1.5,0.5,1.6,32.6,0.0,0.0,0.0,0.4,0.7,56.4,1.0,2.1,3.1,0.4,0.2,0.8,0.8,0
Lancaster Gordon,63,10.8,4.1,1.7,4.6,38.3,0.0,0.1,22.2,0.6,0.8,75.5,0.4,0.6,1.0,1.4,0.5,0.1,1.1,0
Gary Plummer,66,10.6,3.8,1.4,3.5,39.7,0.0,0.1,25.0,1.0,1.4,70.7,0.8,1.2,2.0,0.4,0.2,0.2,0.8,0
Kenny Fields,51,10.5,3.8,1.6,3.7,44.0,0.0,0.0,0.0,0.5,0.7,75.0,0.8,0.8,1.6,0.7,0.2,0.2,0.6,0
Cory Blackwell,60,9.2,3.4,1.5,4.0,36.7,0.0,0.0,0.0,0.5,0.9,50.9,0.7,0.9,1.6,0.4,0.4,0.1,0.7,0
Peter Thibeaux,51,9.0,4.5,1.8,3.8,48.2,0.0,0.0,0.0,0.8,1.3,64.2,0.6,0.8,1.4,0.3,0.2,0.3,0.7,0
Steve Burtt,47,8.9,4.2,1.5,4.0,38.3,0.0,0.0,0.0,1.1,1.6,68.8,0.2,0.4,0.6,0.4,0.5,0.1,0.7,0
Charlie Sitton,43,7.1,2.1,0.9,2.2,41.5,0.0,0.0,0.0,0.3,0.6,52.0,0.6,0.8,1.4,0.6,0.2,0.1,0.4,0
Willie White,39,6.0,3.3,1.3,3.2,41.9,0.1,0.3,36.4,0.5,0.8,67.7,0.4,0.5,0.9,0.7,0.1,0.1,0.8,0
Paul Thompson,82,21.1,9.0,3.8,8.1,46.7,0.1,0.5,23.1,1.4,1.8,77.2,1.5,2.3,3.8,1.5,0.8,0.5,0.9,0
Rod Foster,80,17.8,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1.0,1.5,2.2,0.7,0.1,1.4,0
Dewayne Dedmon,31,12.6,3.1,1.2,2.7,45.8,0.0,0.0,0.0,0.7,1.0,65.6,1.2,2.9,4.1,0.2,0.2,0.7,0.6,0
Jim Thomas,72,16.9,6.3,2.6,5.6,46.4,0.0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1.0,0
Sidney Lowe,78,15.9,4.2,1.4,3.3,41.3,0.0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,3.4,1.2,0.1,1.4,0
C.J. McCollum,38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9,0
Howard Carter,55,12.5,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77.0,0.7,0.9,1.6,1.3,0.3,0.1,0.8,0
Dane Suttle,40,11.7,6.5,2.7,5.4,50.9,0.0,0.1,0.0,1.0,1.2,85.1,0.5,0.6,1.2,1.2,0.5,0.0,0.8,0
Leroy Combs,48,9.3,4.5,1.7,3.4,49.7,0.0,0.1,0.0,1.2,1.9,61.5,0.4,0.8,1.2,0.8,0.5,0.4,1.0,0
Larry Micheaux,39,8.5,3.1,1.3,2.3,54.4,0.0,0.0,0.0,0.5,1.0,53.8,1.0,1.9,2.9,0.5,0.5,0.3,0.5,0
Kris Dunn,33,16.9,4.1,1.5,4.1,37.3,0.3,0.9,29.0,0.8,1.2,62.5,0.4,1.9,2.2,2.4,1.0,0.3,1.2,0
Robbie Hummel,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0.0,0.2,0
Jeff Withey,58,11.8,3.3,1.2,2.2,53.5,0.0,0.0,0.0,0.9,1.3,71.2,0.8,1.7,2.6,0.4,0.3,0.9,0.3,0
Jerry Eaves,82,19.4,9.3,3.4,7.0,48.7,0.0,0.1,12.5,2.4,3.0,81.0,0.4,1.1,1.5,2.6,0.6,0.0,1.9,0
Brandon Davies,51,11.3,2.8,1.1,2.5,42.2,0.0,0.2,20.0,0.7,1.0,64.2,0.7,1.4,2.1,0.5,0.5,0.2,0.7,0
Bill Garnett,75,18.8,6.3,2.3,4.3,53.3,0.0,0.0,0.0,1.7,2.3,74.1,1.9,3.5,5.4,1.4,0.6,0.9,1.1,0
Jeff Taylor,44,17.6,3.6,1.5,3.6,40.0,0.0,0.0,0.0,0.7,1.0,65.2,0.6,1.2,1.8,2.5,0.9,0.3,1.4,0
Jeff Taylor,77,19.6,6.1,2.2,5.2,43.1,0.7,2.0,34.4,1.0,1.3,72.8,0.7,1.3,1.9,0.8,0.6,0.2,0.6,0
Bryan Warrick,43,16.9,4.0,1.5,4.0,38.0,0.0,0.1,0.0,1.0,1.3,73.7,0.3,1.3,1.6,2.9,0.5,0.2,1.6,0
Russ Schoene,77,15.9,6.2,2.7,5.6,47.6,0.0,0.1,25.0,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,0
Archie Goodwin,52,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,0
Bruce Flowers,53,13.2,4.9,2.1,3.9,53.4,0.0,0.0,0.0,0.8,1.0,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8,0
Corny Thompson,44,11.8,2.8,1.0,3.1,31.4,0.0,0.0,0.0,0.8,1.0,78.3,0.9,1.8,2.7,0.8,0.3,0.2,0.7,0
Walker Russell,68,11.1,2.7,1.0,2.7,36.4,0.0,0.3,11.1,0.7,0.9,81.0,0.3,0.8,1.1,1.9,0.2,0.0,1.4,0
Dave Batton,54,10.3,3.3,1.6,3.5,44.5,0.0,0.1,0.0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5,0
Darren Tillis,52,10.1,3.2,1.5,3.5,42.0,0.0,0.0,0.0,0.3,0.5,57.1,0.8,1.7,2.5,0.3,0.1,0.6,0.4,0
Andre Roberson,40,10.0,1.9,0.8,1.7,48.5,0.1,0.3,15.4,0.2,0.3,70.0,0.9,1.5,2.4,0.4,0.5,0.3,0.5,0
Linton Townes,55,9.4,4.5,1.9,4.3,44.9,0.2,0.5,36.0,0.5,0.7,73.7,0.5,0.6,1.2,0.6,0.3,0.1,0.6,0
Eddie Phillips,48,8.7,3.2,1.2,2.9,40.6,0.0,0.0,0.0,0.8,1.2,67.8,0.6,1.0,1.6,0.6,0.3,0.2,1.0,0
Jose Slaughter,63,8.2,3.6,1.4,3.8,37.4,0.1,0.7,22.0,0.6,0.9,64.4,0.5,0.5,1.1,0.8,0.6,0.1,0.7,0
Rickey Williams,44,7.9,3.3,1.3,3.1,41.5,0.0,0.1,0.0,0.8,1.2,66.0,0.3,0.5,0.9,0.8,0.5,0.1,0.9,0
Oliver Robinson,35,4.2,2.9,1.0,2.8,36.1,0.0,0.3,9.1,0.9,1.3,66.7,0.2,0.3,0.5,0.6,0.1,0.1,0.4,0
Rudy Macklin,79,19.2,7.0,2.7,6.1,43.4,0.0,0.0,0.0,1.7,2.2,77.5,1.4,1.9,3.3,0.6,0.5,0.3,1.4,0
Jim Brogan,63,16.3,6.3,2.6,5.8,45.3,0.1,0.5,28.1,1.0,1.3,72.6,1.0,0.9,1.9,2.5,0.8,0.2,1.3,0
John Douglas,64,16.1,7.0,2.8,6.1,46.5,0.3,0.9,30.5,1.0,1.6,65.7,0.4,1.0,1.4,2.3,0.8,0.1,1.4,0
Kevin Loder,71,16.0,6.9,2.9,6.3,46.4,0.0,0.2,0.0,1.1,1.5,72.0,1.0,1.8,2.7,1.2,0.5,0.4,1.0,0
Ed Rains,49,13.0,3.9,1.6,3.6,43.5,0.0,0.0,0.0,0.8,1.3,59.4,0.8,0.9,1.6,0.8,0.4,0.0,0.5,0
Peyton Siva,24,9.3,2.3,0.8,2.4,31.6,0.3,1.0,28.0,0.5,0.6,73.3,0.1,0.5,0.6,1.4,0.4,0.0,0.8,0
Ray Blume,49,11.1,4.6,2.1,4.5,45.9,0.1,0.4,22.2,0.4,0.6,64.3,0.3,0.6,0.8,1.4,0.5,0.0,1.1,0
Garry Witts,46,10.7,2.9,1.1,1.8,58.3,0.0,0.0,50.0,0.7,0.9,82.5,0.6,0.7,1.3,0.8,0.4,0.1,0.8,0
Charlie Davis,54,10.6,3.8,1.6,3.4,47.8,0.0,0.0,0.0,0.6,0.7,81.1,1.0,1.5,2.5,0.6,0.2,0.2,0.8,0
Mark Radford,43,8.6,3.4,1.3,2.3,54.0,0.0,0.1,66.7,0.8,1.6,50.7,0.3,0.4,0.7,1.3,0.4,0.1,1.0,0
Alex Bradley,39,8.5,3.5,1.4,2.6,52.4,0.0,0.0,0.0,0.7,1.2,60.4,0.8,0.9,1.7,0.3,0.3,0.1,0.7,0
Reggie Bullock,43,9.2,2.7,1.0,2.8,35.5,0.5,1.7,30.1,0.2,0.2,77.8,0.3,1.0,1.3,0.3,0.2,0.0,0.3,0
Howard Wood,42,8.1,3.4,1.3,2.9,45.8,0.0,0.0,0.0,0.8,1.2,65.4,0.5,1.0,1.5,0.2,0.2,0.1,0.4,0
Bobby Cattage,49,6.9,3.1,1.2,2.8,44.4,0.0,0.0,0.0,0.6,0.8,73.2,0.4,1.0,1.5,0.1,0.1,0.0,0.4,0
Charles Bradley,51,6.6,3.0,1.1,2.4,45.1,0.0,0.0,0.0,0.8,1.2,67.7,0.2,0.5,0.7,0.4,0.3,0.1,0.7,0
Malcolm Delaney,33,16.4,5.3,2.0,5.3,37.1,0.2,1.4,17.4,1.1,1.3,86.0,0.2,1.5,1.6,2.8,0.4,0.0,1.5,0
Otto Porter,37,8.6,2.1,0.9,2.5,36.3,0.1,0.6,19.0,0.2,0.3,66.7,0.6,1.0,1.5,0.3,0.2,0.0,0.4,0
Cedrick Hordges,68,23.5,8.4,3.3,7.1,46.0,0.0,0.0,0.0,1.9,2.7,69.9,1.8,5.0,6.7,1.5,0.5,0.3,1.8,0
Calvin Garrett,70,23.4,6.1,2.7,5.9,45.3,0.0,0.0,33.3,0.7,0.9,80.6,1.2,2.6,3.8,1.9,0.7,0.1,1.3,0
Reggie Johnson,79,21.7,10.2,4.3,8.6,49.9,0.0,0.0,0.0,1.6,2.4,66.3,1.7,2.9,4.5,1.0,0.6,0.6,1.6,0
Larry Drew,76,20.8,6.6,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,3.3,1.2,0.1,2.2,0
Lowes Moore,71,19.8,7.0,3.0,6.7,44.4,0.1,0.4,14.8,1.0,1.3,75.0,0.6,1.8,2.4,3.2,0.9,0.2,1.5,0
Wayne Robinson,81,19.7,7.9,2.9,6.3,46.0,0.0,0.1,0.0,2.2,3.0,72.9,1.4,2.2,3.6,1.4,0.6,0.3,1.8,0
Solomon Hill,28,8.1,1.7,0.6,1.4,42.5,0.3,0.8,30.4,0.2,0.3,85.7,0.3,1.1,1.5,0.4,0.2,0.1,0.5,0
Sam Worthen,64,14.8,3.7,1.5,3.0,49.5,0.0,0.1,0.0,0.7,0.9,75.0,0.3,1.5,1.8,1.8,0.9,0.1,1.4,0
John Duren,40,11.5,1.8,0.8,2.5,32.7,0.0,0.0,0.0,0.1,0.2,55.6,0.2,0.7,0.9,1.4,0.5,0.1,0.9,0
James Wilkes,48,11.3,4.1,1.8,3.8,46.2,0.0,0.0,0.0,0.6,0.9,69.0,0.8,1.3,2.0,0.6,0.5,0.3,0.7,0
Shabazz Muhammad,37,7.8,3.9,1.5,3.4,46.0,0.1,0.3,27.3,0.7,1.1,65.0,0.6,0.8,1.4,0.2,0.2,0.0,0.4,0
DeWayne Scales,44,11.0,4.9,2.1,5.1,41.8,0.0,0.1,16.7,0.6,0.9,66.7,1.1,1.9,3.0,0.2,0.3,0.1,0.7,0
Craig Shelton,55,10.7,4.3,1.8,4.0,45.7,0.0,0.0,0.0,0.6,1.1,60.3,1.1,1.4,2.5,0.5,0.3,0.1,1.1,0
Billy Reid,59,10.1,3.2,1.4,3.1,45.4,0.0,0.1,0.0,0.4,0.7,56.4,0.5,0.6,1.0,1.2,0.6,0.1,1.3,0
Reggie Carter,60,8.9,2.8,1.0,3.0,33.0,0.0,0.1,0.0,0.9,1.2,73.9,0.5,0.7,1.2,1.3,0.4,0.0,0.6,0
Mike Niles,44,5.3,2.6,1.1,3.1,34.8,0.0,0.1,50.0,0.4,0.8,45.9,0.6,0.7,1.3,0.3,0.2,0.0,0.6,0
Toure' Murry,51,7.3,2.7,1.1,2.5,43.4,0.1,0.2,41.7,0.5,0.8,59.0,0.3,0.6,0.9,1.0,0.4,0.0,0.7,0
Dionte Christmas,31,6.4,2.3,0.7,2.0,35.5,0.3,1.0,29.0,0.6,0.8,75.0,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0
Semaj Christon,33,15.6,3.0,1.3,4.0,31.8,0.2,1.1,16.7,0.3,0.5,52.9,0.4,1.0,1.4,2.5,0.4,0.1,0.7,0
Caris LeVert,12,15.5,4.7,1.6,4.4,35.8,0.8,2.6,32.3,0.7,1.0,66.7,0.3,2.3,2.6,1.3,0.9,0.2,0.6,0
Jared Sullinger,45,19.8,6.0,2.5,5.0,49.3,0.0,0.1,20.0,1.0,1.4,74.6,2.0,3.8,5.9,0.8,0.5,0.5,0.6,0
Kendall Marshall,48,14.6,3.0,1.2,3.1,37.1,0.5,1.5,31.5,0.2,0.3,57.1,0.1,0.8,0.9,3.0,0.5,0.1,1.2,0
Sheldon McClellan,11,13.7,4.8,1.5,3.7,41.5,0.3,1.4,20.0,1.5,1.6,88.9,0.2,0.7,0.9,0.8,0.5,0.1,0.2,0
DeQuan Jones,63,12.7,3.7,1.5,3.5,43.6,0.1,0.6,25.7,0.5,0.8,66.7,0.3,1.4,1.7,0.3,0.3,0.3,0.5,0
Doron Lamb,47,12.3,3.3,1.3,3.5,36.8,0.3,0.8,37.8,0.4,0.7,58.8,0.2,0.8,1.0,0.7,0.3,0.0,0.6,0
Orlando Johnson,51,12.1,4.0,1.4,3.5,40.0,0.7,1.8,38.3,0.5,0.6,71.9,0.4,1.8,2.2,0.9,0.2,0.2,0.6,0
Arnett Moultrie,47,11.5,3.7,1.7,2.9,58.2,0.0,0.0,0.0,0.4,0.6,64.3,1.6,1.5,3.1,0.2,0.4,0.2,0.4,0
Bernard James,46,9.9,2.8,1.2,2.2,51.5,0.0,0.0,0.0,0.5,0.9,61.0,1.1,1.7,2.8,0.1,0.3,0.8,0.4,0
Kim English,41,9.9,2.9,1.0,2.7,37.5,0.3,1.2,28.0,0.5,0.7,72.4,0.2,0.7,0.9,0.6,0.4,0.1,0.5,0
Rodney McGruder,30,25.7,5.8,2.1,5.3,40.0,0.8,2.6,32.5,0.7,1.0,72.4,1.5,2.0,3.5,1.5,0.7,0.3,0.7,0
Marquis Teague,48,8.2,2.1,0.9,2.4,38.1,0.1,0.5,17.4,0.2,0.3,56.3,0.1,0.9,0.9,1.3,0.2,0.1,0.7,0
Tony Wroten,35,7.8,2.6,0.9,2.5,38.4,0.1,0.5,25.0,0.6,0.8,72.4,0.4,0.4,0.8,1.2,0.2,0.1,0.8,0
Maalik Wayns,27,7.5,2.8,1.0,3.3,29.5,0.3,1.1,22.6,0.6,0.7,89.5,0.0,0.2,0.3,1.0,0.2,0.0,0.6,0
MarShon Brooks,56,29.4,12.6,4.9,11.4,42.8,0.8,2.7,31.3,2.0,2.6,76.4,1.3,2.3,3.6,2.3,0.9,0.3,2.1,0
Wade Baldwin,22,13.5,3.5,1.2,3.8,31.3,0.1,0.8,11.1,1.0,1.3,82.1,0.3,1.1,1.5,2.1,0.6,0.3,1.3,0
Chris Singleton,66,21.7,4.6,1.8,4.7,37.2,0.7,1.9,34.6,0.5,0.7,68.2,0.7,2.9,3.5,0.7,1.1,0.5,0.6,0
Charles Jenkins,51,17.5,5.8,2.5,5.7,44.7,0.1,0.4,15.0,0.7,0.8,87.2,0.2,1.2,1.3,3.3,0.7,0.1,1.2,0
Jaylen Brown,34,13.4,4.9,1.9,4.4,44.6,0.4,1.1,31.6,0.7,1.1,63.2,0.6,1.2,1.8,0.6,0.3,0.3,0.6,0
Ivan Johnson,56,16.7,6.4,2.5,4.9,51.3,0.0,0.1,33.3,1.3,1.8,72.0,1.2,2.9,4.0,0.6,0.8,0.3,1.2,0
Jordan Williams,43,14.8,4.6,1.8,3.5,50.7,0.0,0.0,0.0,1.0,1.5,65.2,1.5,2.1,3.6,0.3,0.5,0.3,0.5,0
